07.06.2024                           Saída dinâmica de lista                                   1
------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------
|Reserva|Cen.|Dep.|Data base |TMv|Material|Texto breve material                    |UMB|   Qtd.|
|4381159|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |    30 |
|4381160|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |   240 |
|4381160|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |   240 |
|4381160|N190|USAD|04.06.2024|X51|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    70 |
|4381161|N190|USAD|04.06.2024|X43|22025239|MARCADOR APTO NUM 8 TIPO HO85 AMARELO   |UN |    10 |
|4381161|N190|N190|04.06.2024|X43|22026158|CONEC_ RI EMENDA G-F81F FEMEA           |UN |    10 |
|4381161|N190|N190|04.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |    25 |
|4381161|N190|N190|04.06.2024|X43|22056365|PROTETOR P/MINI ISOLADOR - ACRE1568     |UN |    60 |
|4381162|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |    40 |
|4381162|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |    40 |
|4381163|N190|N190|04.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  |   610 |
|4381163|N190|USAD|04.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    30 |
|4381163|N190|N190|04.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  |   500 |
|4381164|N190|N190|04.06.2024|X51|41001567|TERMINAL EXTENSOR WIFI5 MESH AR2180T    |UN |    20 |
|4381165|N190|N190|04.06.2024|X43|22026158|CONEC_ RI EMENDA G-F81F FEMEA           |UN |    20 |
|4381165|N190|USAD|04.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    26 |
|4381165|N190|USAD|04.06.2024|X43|22057438|FILTRO PASSA ALTA 54MHZ-1GHZ            |UN |    10 |
|4381166|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |    90 |
|4381166|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |    90 |
|4381166|N190|N190|04.06.2024|X51|41001573|DECODER CARDLESS 4K UHD S4KCW4S CABO IP |UN |    10 |
|4381167|N190|N190|04.06.2024|X43|22023400|ABRACADEIRA NYLON T50R 20CM PRETA       |UN |    50 |
|4381167|N190|USAD|04.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    50 |
|4381167|N190|N190|04.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |    25 |
|4381167|N190|N190|04.06.2024|X43|22056343|MARCADOR CASA PTO NR 1                  |UN |    20 |
|4381167|N190|USAD|04.06.2024|X43|22060290|FONTE DE ALIMENTACAO 12V CG3000 MSA C3  |UN |    50 |
|4381168|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |   220 |
|4381168|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |   220 |
|4381169|N190|N190|04.06.2024|X43|22025091|FIXADOR FIO TELEF BR                    |UN |    50 |
|4381169|N190|N190|04.06.2024|X43|22025139|FIXADOR FIO BR RG6 CIRCUL 7MM           |UN |    20 |
|4381169|N190|USAD|04.06.2024|X43|22025162|MARCADOR APTO NUM 0 TIPO HO85 AMARELO   |UN |    20 |
|4381169|N190|USAD|04.06.2024|X43|22025182|MARCADOR APTO LETRA B TIPO HO85 AMARELO |UN |    20 |
|4381169|N190|USAD|04.06.2024|X43|22025183|MARCADOR APTO LETRA C TIPO HO85 AMARELO |UN |    20 |
|4381169|N190|USAD|04.06.2024|X43|22025238|MARCADOR APTO NUM 7 TIPO HO85 AMARELO   |UN |    20 |
|4381169|N190|USAD|04.06.2024|X43|22025243|MARCADOR APTO NUM 6 TIPO HO85 AMARELO   |UN |    10 |
|4381169|N190|USAD|04.06.2024|X43|22025245|MARCADOR APTO NUM 4 TIPO HO85 AMARELO   |UN |    20 |
|4381169|N190|N190|04.06.2024|X43|22026158|CONEC_ RI EMENDA G-F81F FEMEA           |UN |    20 |
|4381169|N190|N190|04.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN |   400 |
|4381169|N190|N190|04.06.2024|X43|22026199|CONECTOR TERMINACAO 75 OHMS             |UN |   100 |
|4381169|N190|N190|04.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  |   610 |
|4381169|N190|N190|04.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |    25 |
|4381169|N190|N190|04.06.2024|X43|22026792|DIV_RI 3S 1GHZ H SOLD DESB 488          |UN |    25 |
|4381169|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   150 |
|4381169|N190|USAD|04.06.2024|X43|22065722|MARCADOR CASA PRETO NR 4                |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025081|DISTRIBUIDOR T P/TEL RJ11               |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025114|MARCADOR CASA PTO LETRA A               |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025115|MARCADOR CASA PTO LETRA B               |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025162|MARCADOR APTO NUM 0 TIPO HO85 AMARELO   |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025181|MARCADOR APTO LETRA A TIPO HO85 AMARELO |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025182|MARCADOR APTO LETRA B TIPO HO85 AMARELO |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025183|MARCADOR APTO LETRA C TIPO HO85 AMARELO |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025238|MARCADOR APTO NUM 7 TIPO HO85 AMARELO   |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025239|MARCADOR APTO NUM 8 TIPO HO85 AMARELO   |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025240|MARCADOR APTO NUM 9 TIPO HO85 AMARELO   |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025241|MARCADOR APTO NUM 3 TIPO HO85 AMARELO   |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025243|MARCADOR APTO NUM 6 TIPO HO85 AMARELO   |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025244|MARCADOR APTO NUM 2 TIPO HO85 AMARELO   |UN |    10 |
|4381170|N190|USAD|04.06.2024|X43|22025245|MARCADOR APTO NUM 4 TIPO HO85 AMARELO   |UN |    20 |
|4381170|N190|USAD|04.06.2024|X43|22025250|MARCADOR APTO NUM 1 TIPO HO85 AMARELO   |UN |    20 |
|4381170|N190|N190|04.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  |   610 |
|4381170|N190|N190|04.06.2024|X43|22057659|ESTICADOR CUNHA PARA DROP OPTICO SRDO   |UN |    60 |
|4381170|N190|N190|04.06.2024|X43|22057866|MINI PONTO GPON SC ROSETA APCDPR OT8420 |UN |    10 |
|4381170|N190|N190|04.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  | 1.000 |
|4381171|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |   110 |
|4381171|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |   110 |
|4381171|N190|USAD|04.06.2024|X51|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    20 |
|4381172|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   150 |
|4381173|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |    50 |
|4381173|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |    50 |
|4381174|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |   140 |
|4381174|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |   140 |
|4381174|N190|USAD|04.06.2024|X51|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    20 |
|4381175|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |   170 |
|4381175|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |   170 |
|4381176|N190|N190|04.06.2024|X43|22025321|ANEL VEDACAO PLASTICA P PORTA F         |UN |    20 |
|4381176|N190|N190|04.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |    50 |
|4381176|N190|N190|04.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   150 |
|4381177|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |   140 |
|4381177|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |   140 |
|4381178|N190|USAD|04.06.2024|X43|22025162|MARCADOR APTO NUM 0 TIPO HO85 AMARELO   |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22025181|MARCADOR APTO LETRA A TIPO HO85 AMARELO |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22025182|MARCADOR APTO LETRA B TIPO HO85 AMARELO |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22025183|MARCADOR APTO LETRA C TIPO HO85 AMARELO |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22025238|MARCADOR APTO NUM 7 TIPO HO85 AMARELO   |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22025239|MARCADOR APTO NUM 8 TIPO HO85 AMARELO   |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22025240|MARCADOR APTO NUM 9 TIPO HO85 AMARELO   |UN |   100 |
|4381178|N190|USAD|04.06.2024|X43|22025241|MARCADOR APTO NUM 3 TIPO HO85 AMARELO   |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22025242|ABRACADEIRA NYLON T18R 10CM PRETA       |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22025243|MARCADOR APTO NUM 6 TIPO HO85 AMARELO   |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22025245|MARCADOR APTO NUM 4 TIPO HO85 AMARELO   |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22025250|MARCADOR APTO NUM 1 TIPO HO85 AMARELO   |UN |    20 |
|4381178|N190|N190|04.06.2024|X43|22026196|CONECTOR SEGURANCA GTP                  |UN |    20 |
|4381178|N190|USAD|04.06.2024|X43|22026750|DIV_RI 8S 1GHZ H SOLDADO                |UN |     9 |
|4381178|N190|N190|04.06.2024|X43|22026758|DIV_RI 4S 1GHZ H SOLDADO                |UN |    10 |
|4381178|N190|N190|04.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |   180 |
|4381178|N190|N190|04.06.2024|X43|22056366|ISOLADOR COAXIAL QUADRADO - CISP-HR     |UN |    40 |
|4381178|N190|N190|04.06.2024|X43|22057620|CONECTOR FO CAMPO FAST SC/APC           |UN |    25 |
|4381178|N190|N190|04.06.2024|X43|22061811|CONECTOR UTP RJ45 M CAT 5 24AWG         |UN |   100 |
|4381179|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |   100 |
|4381179|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |   100 |
|4381179|N190|USAD|04.06.2024|X51|41001292|EMTA WIFI 3.0 HGB10R-02 16X4            |UN |    20 |
|4381179|N190|USAD|04.06.2024|X51|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    60 |
|4381180|N190|USAD|04.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    30 |
|4381180|N190|N190|04.06.2024|X43|22056366|ISOLADOR COAXIAL QUADRADO - CISP-HR     |UN |    20 |
|4381180|N190|USAD|04.06.2024|X43|22057438|FILTRO PASSA ALTA 54MHZ-1GHZ            |UN |     7 |
|4381181|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |    20 |
|4381181|N190|USAD|04.06.2024|X51|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    20 |
|4381182|N190|N190|04.06.2024|X51|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    20 |
|4381183|N190|USAD|04.06.2024|X51|41000805|SMART CARD AVULSO SIM CARD              |UN |    20 |
|4381183|N190|USAD|04.06.2024|X51|41001047|DECODER HD THDC4 NET                    |UN |    20 |
|4381005|N190|N190|05.06.2024|201|22026189|CONEC_RI COMPRESSAO F-6                 |UN |   100 |
|4381012|N190|N190|05.06.2024|201|22026189|CONEC_RI COMPRESSAO F-6                 |UN |    50 |
|4381012|N190|N190|05.06.2024|201|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |    50 |
|4381012|N190|N190|05.06.2024|201|22026758|DIV_RI 4S 1GHZ H SOLDADO                |UN |     5 |
|4381015|N190|N190|05.06.2024|201|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  |   305 |
|4381015|N190|N190|05.06.2024|201|22026189|CONEC_RI COMPRESSAO F-6                 |UN |   100 |
|4381019|N190|N190|05.06.2024|201|252792  |TAP 1.2 GHZ 08S 23DB RW20DB             |UN |     6 |
|4381019|N190|N190|05.06.2024|201|253655  |CABO COAXIAL RE QR 540 SM PT            |UN | 1.500 |
|4381019|N190|N190|05.06.2024|201|252166  |CABO COAXIAL RE P3 .500 S/M PT          |M  |   750 |
|4381019|N190|N190|05.06.2024|201|251879  |FIO ESPINAR ISOLADO SAE1020 FEI-125     |ROL|   200 |
|4381188|N190|N190|05.06.2024|201|254011  |BANDEJA CAIXA EMND MINIFOSC 24F 82298888|UN |    40 |
|4381188|N190|N190|05.06.2024|201|253994  |ALCA PREFORMADA FO AS PLP 1020 9,0 A 10 |UN |    20 |
|4381188|N190|N190|05.06.2024|201|253995  |ALCA PREFORMADA FO AS PLP 1024 10,0A10,8|UN |    20 |
|4381188|N190|N190|05.06.2024|201|254014  |CORDOALHA DIELETRICA 1/4 6,4MM          |UN |   500 |
|4381188|N190|N190|05.06.2024|201|253993  |SUPORTE DE CABO FO SCO 1                |UN |    20 |
|4381190|N190|N190|05.06.2024|201|251879  |FIO ESPINAR ISOLADO SAE1020 FEI-125     |ROL|     5 |
|4381190|N190|N190|05.06.2024|201|254380  |MANTA DERIVACAO SEM ZIPER FOSC BM E DM  |UN |     2 |
|4381192|N190|N190|05.06.2024|201|251879  |FIO ESPINAR ISOLADO SAE1020 FEI-125     |ROL|     5 |
|4381192|N190|N190|05.06.2024|201|254380  |MANTA DERIVACAO SEM ZIPER FOSC BM E DM  |UN |     2 |
|4381195|N190|N190|05.06.2024|201|254380  |MANTA DERIVACAO SEM ZIPER FOSC BM E DM  |UN |     5 |
|4381303|N190|N190|05.06.2024|201|252815  |ABRACADEIRA NYLON T50R 20CM PRETA       |UN |   500 |
|4381303|N190|N190|05.06.2024|201|254512  |CAIXA NAP CTO CORDOALHA 08 SAIDAS SEM K7|UN |     1 |
|4381303|N190|N190|05.06.2024|201|254020  |CAIXA NAP 08 FO SC APC                  |UN |     1 |
|4381303|N190|N190|05.06.2024|201|254380  |MANTA DERIVACAO SEM ZIPER FOSC BM E DM  |UN |     5 |
|4381303|N190|N190|05.06.2024|201|251879  |FIO ESPINAR ISOLADO SAE1020 FEI-125     |ROL|    10 |
|4381370|N190|N190|05.06.2024|221|22059033|CORDAO OPTICO SM SPLX SC APC LC PC 2M   |UN |    15 |
|4381370|N190|N190|05.06.2024|221|22059033|CORDAO OPTICO SM SPLX SC APC LC PC 2M   |UN |     4 |
|4381697|N190|USAD|05.06.2024|X43|22056336|MARCADOR CASA PTO NR 6                  |UN |   100 |
|4381698|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    80 |
|4381698|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    60 |
|4381699|N190|N190|05.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |    50 |
|4381700|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   220 |
|4381700|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |   450 |
|4382381|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4382381|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    50 |
|4382381|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    70 |
|4382382|N190|N190|05.06.2024|X43|22057866|MINI PONTO GPON SC ROSETA APCDPR OT8420 |UN |    50 |
|4382383|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |   100 |
|4382383|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    80 |
|4382383|N190|N190|05.06.2024|X41|41001552|TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896 |UN |   250 |
|4382386|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |   300 |
|4382387|N190|USAD|05.06.2024|X43|22025162|MARCADOR APTO NUM 0 TIPO HO85 AMARELO   |UN |   300 |
|4382387|N190|N190|05.06.2024|X43|22025170|CABO TELEFONICO CCI50 2P 200MT          |M  |   200 |
|4382387|N190|N190|05.06.2024|X43|22057866|MINI PONTO GPON SC ROSETA APCDPR OT8420 |UN |   100 |
|4382388|N190|N190|05.06.2024|X41|41001552|TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896 |UN |   650 |
|4382391|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |    50 |
|4382391|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    30 |
|4382392|N190|N190|05.06.2024|X43|22025072|FITA ISOLANTE 3M 33+                    |ROL|    10 |
|4382392|N190|N190|05.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |    50 |
|4382392|N190|N190|05.06.2024|X43|22056332|FITA ISOLANTE AUTOFUSAO 3M SCOTCH23 10MT|UN |     1 |
|4382392|N190|N190|05.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |    90 |
|4382392|N190|N190|05.06.2024|X43|22066517|ISOLADOR CASA SURGE PROTEC LOW COST     |UN |   150 |
|4382393|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    30 |
|4382394|N190|N190|05.06.2024|X43|22025072|FITA ISOLANTE 3M 33+                    |ROL|    19 |
|4382394|N190|USAD|05.06.2024|X43|22025242|ABRACADEIRA NYLON T18R 10CM PRETA       |UN |   100 |
|4382394|N190|N190|05.06.2024|X43|22025349|FIXA FIO CABO DROP FO CHATO             |UN |   300 |
|4382394|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN |   950 |
|4382394|N190|N190|05.06.2024|X43|22026502|PITAO GANCHO COM BUCHA S8               |UN |   100 |
|4382394|N190|N190|05.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |    50 |
|4382394|N190|N190|05.06.2024|X43|22056331|MARCADOR CASA PTO NR 5                  |UN |   100 |
|4382394|N190|N190|05.06.2024|X43|22056334|FECHO DE ACO INOX DENTADO 1/2           |UN |   100 |
|4382394|N190|N190|05.06.2024|X43|22056359|FITA ACO INOX 1/2 POLEGADA ROLO 25MT    |ROL|    28 |
|4382394|N190|N190|05.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |   150 |
|4382394|N190|N190|05.06.2024|X43|22057620|CONECTOR FO CAMPO FAST SC/APC           |UN | 1.000 |
|4382394|N190|N190|05.06.2024|X43|22057658|SUPORTE ROLDANA FO DROP SDA-1           |UN |   140 |
|4382394|N190|N190|05.06.2024|X43|22057659|ESTICADOR CUNHA PARA DROP OPTICO SRDO   |UN | 1.570 |
|4382394|N190|N190|05.06.2024|X43|22057660|KIT ENTRADA DROP ECAM S7BR P/NAP 3M     |UN |   200 |
|4382394|N190|N190|05.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  |22.500 |
|4382394|N190|N190|05.06.2024|X43|22061811|CONECTOR UTP RJ45 M CAT 5 24AWG         |UN |   100 |
|4382394|N190|N190|05.06.2024|X43|22065719|MARCADOR CASA PRETO NR 1                |UN |   200 |
|4382394|N190|N190|05.06.2024|X43|22065721|MARCADOR CASA PRETO NR 3                |UN |   100 |
|4382394|N190|N190|05.06.2024|X43|22065725|MARCADOR CASA PRETO NR 7                |UN |   100 |
|4382395|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   100 |
|4382395|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    70 |
|4382396|N190|N190|05.06.2024|X43|22057866|MINI PONTO GPON SC ROSETA APCDPR OT8420 |UN |    50 |
|4382397|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    40 |
|4382397|N190|N190|05.06.2024|X41|41001552|TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896 |UN |   270 |
|4382399|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4382400|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |   280 |
|4382401|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    20 |
|4382401|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    90 |
|4382403|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    40 |
|4382404|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    40 |
|4382404|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    30 |
|4382405|N190|N190|05.06.2024|X43|22026544|SUPORTE GALVANIZADO U SPAN CLAMP        |UN |    50 |
|4382405|N190|N190|05.06.2024|X43|22056331|MARCADOR CASA PTO NR 5                  |UN |   100 |
|4382405|N190|USAD|05.06.2024|X43|22056336|MARCADOR CASA PTO NR 6                  |UN |   100 |
|4382405|N190|N190|05.06.2024|X43|22056359|FITA ACO INOX 1/2 POLEGADA ROLO 25MT    |ROL|     5 |
|4382405|N190|N190|05.06.2024|X43|22061811|CONECTOR UTP RJ45 M CAT 5 24AWG         |UN |   100 |
|4382405|N190|N190|05.06.2024|X43|22065719|MARCADOR CASA PRETO NR 1                |UN |   200 |
|4382406|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   270 |
|4382406|N190|N190|05.06.2024|X41|41001552|TERMINAL DOCSIS 3.1 EMTA WIFI6 F@ST3896 |UN |   700 |
|4382407|N190|USAD|05.06.2024|X43|22025114|MARCADOR CASA PTO LETRA A               |UN |    50 |
|4382407|N190|USAD|05.06.2024|X43|22025117|MARCADOR CASA PTO LETRA D               |UN |    50 |
|4382407|N190|USAD|05.06.2024|X43|22025119|MARCADOR CASA PTO LETRA E               |UN |    50 |
|4382407|N190|USAD|05.06.2024|X43|22025162|MARCADOR APTO NUM 0 TIPO HO85 AMARELO   |UN |   100 |
|4382407|N190|USAD|05.06.2024|X43|22025182|MARCADOR APTO LETRA B TIPO HO85 AMARELO |UN |    50 |
|4382407|N190|USAD|05.06.2024|X43|22025238|MARCADOR APTO NUM 7 TIPO HO85 AMARELO   |UN |   100 |
|4382407|N190|USAD|05.06.2024|X43|22025239|MARCADOR APTO NUM 8 TIPO HO85 AMARELO   |UN |   100 |
|4382407|N190|USAD|05.06.2024|X43|22025241|MARCADOR APTO NUM 3 TIPO HO85 AMARELO   |UN |   100 |
|4382407|N190|USAD|05.06.2024|X43|22025243|MARCADOR APTO NUM 6 TIPO HO85 AMARELO   |UN |   100 |
|4382407|N190|USAD|05.06.2024|X43|22025245|MARCADOR APTO NUM 4 TIPO HO85 AMARELO   |UN |   100 |
|4382407|N190|N190|05.06.2024|X43|22025250|MARCADOR APTO NUM 1 TIPO HO85 AMARELO   |UN |   200 |
|4382407|N190|N190|05.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 1.400 |
|4382407|N190|N190|05.06.2024|X43|22026265|CABO DROP FO LOW F FIG0 BRANCO          |M  | 1.000 |
|4382407|N190|N190|05.06.2024|X43|22026746|DC_RI 1S 09DB 1GHZ H SOLDADO            |UN |    50 |
|4382407|N190|N190|05.06.2024|X43|22056331|MARCADOR CASA PTO NR 5                  |UN |   200 |
|4382407|N190|USAD|05.06.2024|X43|22056339|MARCADOR CASA PTO NR 9                  |UN |   100 |
|4382407|N190|N190|05.06.2024|X43|22065718|MARCADOR CASA PRETO NR 0                |UN |   200 |
|4382407|N190|N190|05.06.2024|X43|22065719|MARCADOR CASA PRETO NR 1                |UN |   200 |
|4382407|N190|N190|05.06.2024|X43|22065720|MARCADOR CASA PRETO NR 2                |UN |   200 |
|4382407|N190|N190|05.06.2024|X43|22065721|MARCADOR CASA PRETO NR 3                |UN |   200 |
|4382407|N190|N190|05.06.2024|X43|22065722|MARCADOR CASA PRETO NR 4                |UN |   200 |
|4382407|N190|N190|05.06.2024|X43|22065724|MARCADOR CASA PRETO NR 6                |UN |   200 |
|4382407|N190|N190|05.06.2024|X43|22065725|MARCADOR CASA PRETO NR 7                |UN |   100 |
|4382407|N190|N190|05.06.2024|X43|22065726|MARCADOR CASA PRETO NR 8                |UN |   200 |
|4382407|N190|N190|05.06.2024|X43|22065727|MARCADOR CASA PRETO NR 9                |UN |   200 |
|4382408|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    30 |
|4382409|N190|UDEI|05.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    50 |
|4382410|N190|N190|05.06.2024|X43|22025072|FITA ISOLANTE 3M 33+                    |ROL|    51 |
|4382410|N190|N190|05.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  | 3.500 |
|4382410|N190|N190|05.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  | 1.800 |
|4382410|N190|N190|05.06.2024|X43|22057620|CONECTOR FO CAMPO FAST SC/APC           |UN |   700 |
|4382411|N190|N190|05.06.2024|X41|41001536|ROTEADOR ZTE WIFI5 ZXHN H196A MESH BCO  |UN |   120 |
|4382411|N190|N190|05.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |   300 |
