07.06.2024                           Saída dinâmica de lista                                   1
------------------------------------------------------------------------------------------------
------------------------------------------------------------------------------------------------
|Reserva|Cen.|Dep.|Data base |TMv|Material|Texto breve material                    |UMB|   Qtd.|
|4383954|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    40 |
|4383954|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    40 |
|4383955|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    50 |
|4383955|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    40 |
|4383955|N190|N190|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |    50 |
|4383956|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |    40 |
|4383956|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    50 |
|4383956|N190|N190|06.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    20 |
|4383957|N190|USAD|06.06.2024|X43|22026103|CABO HDMI 2MTS BASICO SEM ETHE          |UN |    60 |
|4383957|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    60 |
|4383957|N190|N190|06.06.2024|X43|22063252|CONTROLE REMOTO VOZ C GBX RC3394201     |UN |    60 |
|4383958|N190|USAD|06.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |    60 |
|4383958|N190|USAD|06.06.2024|X41|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    60 |
|4383958|N190|N190|06.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    20 |
|4383959|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |   120 |
|4383959|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    50 |
|4383959|N190|USAD|06.06.2024|X43|22060287|FONTE DE ALIMENTACAO 12V HGJ310 ADS 48  |UN |   120 |
|4383960|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |    50 |
|4383960|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   120 |
|4383961|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    40 |
|4383961|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    50 |
|4383961|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    60 |
|4383961|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    50 |
|4383961|N190|N190|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |    40 |
|4383962|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |    60 |
|4383962|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    50 |
|4383962|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    50 |
|4383962|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    40 |
|4383962|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    60 |
|4383962|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |   110 |
|4383963|N190|N190|06.06.2024|X43|22025348|FIXA FIO CABO LOW FRICT CHATO           |UN |   100 |
|4383963|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    30 |
|4383963|N190|USAD|06.06.2024|X43|22026103|CABO HDMI 2MTS BASICO SEM ETHE          |UN |    20 |
|4383963|N190|N190|06.06.2024|X43|22026223|CABO COAXIAL RG6 TRISH COM MENSAG PRETO |M  | 2.745 |
|4383963|N190|N190|06.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |   150 |
|4383963|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    20 |
|4383963|N190|N190|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |    30 |
|4383963|N190|N190|06.06.2024|X43|22063252|CONTROLE REMOTO VOZ C GBX RC3394201     |UN |    20 |
|4383963|N190|N190|06.06.2024|X43|22065720|MARCADOR CASA PRETO NR 2                |UN |   100 |
|4383964|N190|USAD|06.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |    20 |
|4383964|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    30 |
|4383964|N190|USAD|06.06.2024|X41|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    20 |
|4383965|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |   120 |
|4383966|N190|USAD|06.06.2024|X41|41001485|MODEM VOIP EMTA WIFI 3.1 CH8568         |UN |   120 |
|4383968|N190|N190|06.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    80 |
|4383969|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    30 |
|4383969|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    30 |
|4383970|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    30 |
|4383970|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    30 |
|4383970|N190|N190|06.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    20 |
|4383971|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |   350 |
|4383972|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    50 |
|4383972|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    50 |
|4383972|N190|USAD|06.06.2024|X41|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |    30 |
|4383972|N190|USAD|06.06.2024|X41|41001485|MODEM VOIP EMTA WIFI 3.1 CH8568         |UN |   350 |
|4383973|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    20 |
|4383973|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |   130 |
|4383973|N190|N190|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |    20 |
|4383974|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |   130 |
|4383974|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    20 |
|4383974|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |   100 |
|4383975|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |   150 |
|4383975|N190|USAD|06.06.2024|X43|22026103|CABO HDMI 2MTS BASICO SEM ETHE          |UN |    20 |
|4383975|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    40 |
|4383975|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |   160 |
|4383975|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    40 |
|4383975|N190|N190|06.06.2024|X43|22062556|FONTE ALIMEN 12V 4A ADS 48PI 12N 212048E|UN |   150 |
|4383975|N190|N190|06.06.2024|X43|22063252|CONTROLE REMOTO VOZ C GBX RC3394201     |UN |    20 |
|4383976|N190|USAD|06.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |    20 |
|4383976|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |   140 |
|4383976|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    40 |
|4383976|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    40 |
|4383976|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |   150 |
|4383976|N190|USAD|06.06.2024|X41|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    20 |
|4383976|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |    60 |
|4383976|N190|N190|06.06.2024|X41|41001573|DECODER CARDLESS 4K UHD S4KCW4S CABO IP |UN |    20 |
|4383977|N190|USAD|06.06.2024|X43|22026103|CABO HDMI 2MTS BASICO SEM ETHE          |UN |    30 |
|4383977|N190|USAD|06.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |    20 |
|4383977|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    30 |
|4383977|N190|N190|06.06.2024|X43|22063252|CONTROLE REMOTO VOZ C GBX RC3394201     |UN |    30 |
|4383977|N190|N190|06.06.2024|X43|22065064|FONTE DE ALIMENTACAO 12V EMTA TG3442    |UN |    40 |
|4383978|N190|USAD|06.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |    30 |
|4383978|N190|USAD|06.06.2024|X41|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |    20 |
|4383978|N190|USAD|06.06.2024|X41|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    30 |
|4383978|N190|USAD|06.06.2024|X41|41001520|TERMINAL DOCSIS 3.1 32X8 EMTA WIF TG3442|UN |    40 |
|4383978|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |    20 |
|4383979|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    30 |
|4383979|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    30 |
|4383979|N190|N190|06.06.2024|X43|22065064|FONTE DE ALIMENTACAO 12V EMTA TG3442    |UN |   280 |
|4383980|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    30 |
|4383980|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    30 |
|4383980|N190|USAD|06.06.2024|X41|41001520|TERMINAL DOCSIS 3.1 32X8 EMTA WIF TG3442|UN |   280 |
|4383980|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |    20 |
|4383981|N190|USAD|06.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   170 |
|4383981|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    30 |
|4383981|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    30 |
|4383981|N190|N190|06.06.2024|X43|22065064|FONTE DE ALIMENTACAO 12V EMTA TG3442    |UN |    20 |
|4383982|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    30 |
|4383982|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    30 |
|4383982|N190|USAD|06.06.2024|X41|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |   170 |
|4383982|N190|USAD|06.06.2024|X41|41001520|TERMINAL DOCSIS 3.1 32X8 EMTA WIF TG3442|UN |    20 |
|4383983|N190|N190|06.06.2024|X43|22025136|BUCHA ACABAMENTO CABO RG6-59 BRANCA     |UN |   250 |
|4383983|N190|N190|06.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  |10.500 |
|4383983|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    80 |
|4383983|N190|N190|06.06.2024|X43|22056332|FITA ISOLANTE AUTOFUSAO 3M SCOTCH23 10MT|UN |    20 |
|4383983|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    80 |
|4383983|N190|N190|06.06.2024|X43|22065064|FONTE DE ALIMENTACAO 12V EMTA TG3442    |UN |    30 |
|4383984|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    80 |
|4383984|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    80 |
|4383984|N190|USAD|06.06.2024|X41|41001520|TERMINAL DOCSIS 3.1 32X8 EMTA WIF TG3442|UN |    30 |
|4383985|N190|USAD|06.06.2024|X43|22026103|CABO HDMI 2MTS BASICO SEM ETHE          |UN |    40 |
|4383985|N190|USAD|06.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   270 |
|4383985|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    30 |
|4383985|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |    40 |
|4383985|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    30 |
|4383985|N190|N190|06.06.2024|X43|22063252|CONTROLE REMOTO VOZ C GBX RC3394201     |UN |    40 |
|4383986|N190|USAD|06.06.2024|X41|41000805|SMART CARD AVULSO SIM CARD              |UN |    40 |
|4383986|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    30 |
|4383986|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    30 |
|4383986|N190|USAD|06.06.2024|X41|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |   270 |
|4383986|N190|USAD|06.06.2024|X41|41001484|DECODER 4K ULTRA HD DGCI363 COM IG      |UN |    40 |
|4383986|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    50 |
|4383986|N190|N190|06.06.2024|X41|41001590|TERMINAL GPON ONT WIFI6 F6600P          |UN |    50 |
|4383987|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |   500 |
|4383988|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    50 |
|4383988|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    50 |
|4383988|N190|USAD|06.06.2024|X41|41001518|TERMINAL DOCSIS 3.1 WIFI HI3120         |UN |   500 |
|4383989|N190|USAD|06.06.2024|X43|22026279|FONTE CX DIG HD DCR74X1 PACE            |UN |   240 |
|4383989|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |    60 |
|4383989|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    60 |
|4383989|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |    40 |
|4383990|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    60 |
|4383990|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |    60 |
|4383990|N190|USAD|06.06.2024|X41|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |   240 |
|4383990|N190|USAD|06.06.2024|X41|41001518|TERMINAL DOCSIS 3.1 WIFI HI3120         |UN |    40 |
|4383990|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    30 |
|4383990|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |   140 |
|4383991|N190|N190|06.06.2024|X43|22062577|FONTE ALIMENT 12V 3.5A F42L1 120350SPAE |UN |   110 |
|4383992|N190|USAD|06.06.2024|X41|41001518|TERMINAL DOCSIS 3.1 WIFI HI3120         |UN |   110 |
|4383993|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    50 |
|4383993|N190|USAD|06.06.2024|X43|22060287|FONTE DE ALIMENTACAO 12V HGJ310 ADS 48  |UN |    50 |
|4383994|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |    20 |
|4383994|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   150 |
|4383994|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |   150 |
|4383994|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    50 |
|4383995|N190|N190|06.06.2024|X43|22025136|BUCHA ACABAMENTO CABO RG6-59 BRANCA     |UN |   500 |
|4383995|N190|N190|06.06.2024|X43|22025348|FIXA FIO CABO LOW FRICT CHATO           |UN |   200 |
|4383995|N190|USAD|06.06.2024|X43|22026096|CABO FORCA 250V 2.5A 2MT                |UN |    40 |
|4383995|N190|N190|06.06.2024|X43|22026189|CONEC_RI COMPRESSAO F-6                 |UN | 4.700 |
|4383995|N190|USAD|06.06.2024|X43|22026293|FONTE EMTA WIFI 3.0 TG1692A 16          |UN |   150 |
|4383995|N190|N190|06.06.2024|X43|22026544|SUPORTE GALVANIZADO U SPAN CLAMP        |UN |    50 |
|4383995|N190|N190|06.06.2024|X43|22026772|DIV_RI 2S 1GHZ H SOLDADO                |UN |   225 |
|4383995|N190|N190|06.06.2024|X43|22026809|DC_RI 1S 06DB 1GHZ H SOLDADO            |UN |   150 |
|4383995|N190|N190|06.06.2024|X43|22056359|FITA ACO INOX 1/2 POLEGADA ROLO 25MT    |ROL|    14 |
|4383995|N190|N190|06.06.2024|X43|22056364|MINI ISOLADOR CPE P/CM DECODER          |UN |   720 |
|4383995|N190|N190|06.06.2024|X43|22056369|CABO UTP CAT5E ETHERNET NET             |M  | 2.200 |
|4383995|N190|N190|06.06.2024|X43|22057635|FIXADOR FIO PT RG6                      |UN | 2.400 |
|4383995|N190|N190|06.06.2024|X43|22057866|MINI PONTO GPON SC ROSETA APCDPR OT8420 |UN |    30 |
|4383995|N190|USAD|06.06.2024|X43|22058639|FONTE ENERGIA MSA C2500IC12.0 30W       |UN |   220 |
|4383995|N190|USAD|06.06.2024|X43|22060287|FONTE DE ALIMENTACAO 12V HGJ310 ADS 48  |UN |    40 |
|4383995|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   150 |
|4383995|N190|N190|06.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  | 6.500 |
|4383996|N190|USAD|06.06.2024|X41|41001095|EMTA WIFI 3.0 FST3486 16X4              |UN |   220 |
|4383996|N190|USAD|06.06.2024|X41|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   150 |
|4383996|N190|USAD|06.06.2024|X41|41001277|DECODER HD DXC5000 2T                   |UN |   150 |
|4383996|N190|USAD|06.06.2024|X41|41001481|MODEM VOIP EMTA WIFI 3.1 HGJ310         |UN |    40 |
|4383996|N190|UDEI|06.06.2024|X41|41001530|DECODER 4K UHD IP S4KW3 LINUX VAS COM   |UN |    40 |
|4383996|N190|N190|06.06.2024|X41|41001535|TERMINAL GPON WIFI TCG2232              |UN |   100 |
|4383996|N190|N190|06.06.2024|X41|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    50 |
|4383997|N190|USAD|06.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |   100 |
|4383997|N190|USAD|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   100 |
|4383998|N190|USAD|06.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |   150 |
|4383998|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   100 |
|4383999|N190|USAD|06.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |   100 |
|4383999|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   100 |
|4384000|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    70 |
|4384001|N190|USAD|06.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |    50 |
|4384001|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    50 |
|4384002|N190|UDEI|06.06.2024|X41|41001483|DECODER IP 4K ULTRA HD ZAPPER S4KW2 DDR3|UN |    10 |
|4384003|N190|USAD|06.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |   100 |
|4384003|N190|USAD|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   100 |
|4384004|N190|USAD|06.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |   100 |
|4384004|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   100 |
|4384005|N190|USAD|06.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |   200 |
|4384005|N190|N190|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   100 |
|4384006|N190|USAD|06.06.2024|X43|22026251|CTRL REMOTO DIG. CR2FU UNIVERS          |UN |   100 |
|4384006|N190|USAD|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |   100 |
|4384007|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    50 |
|4384007|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |    50 |
|4384007|N190|USAD|06.06.2024|X51|41001482|MODEM VOIPEMTA WIFI 3.1 CGA4233CLB      |UN |    60 |
|4384008|N190|USAD|06.06.2024|X43|22025116|MARCADOR CASA PTO LETRA C               |UN |    30 |
|4384008|N190|USAD|06.06.2024|X43|22060422|CONTROLE REMOTO UNIFICADO RC4194202 01B |UN |    20 |
|4384008|N190|N190|06.06.2024|X43|22062558|CABO HDMI 4K ETH 30V 1.8M KFH120081302  |UN |    20 |
|4384009|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    30 |
|4384009|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |    30 |
|4384010|N190|N190|06.06.2024|X51|41001573|DECODER CARDLESS 4K UHD S4KCW4S CABO IP |UN |    10 |
|4384011|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    20 |
|4384011|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |    20 |
|4384011|N190|USAD|06.06.2024|X51|41001482|MODEM VOIPEMTA WIFI 3.1 CGA4233CLB      |UN |    30 |
|4384012|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    60 |
|4384012|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |    60 |
|4384012|N190|USAD|06.06.2024|X51|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |    20 |
|4384013|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    90 |
|4384013|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |    90 |
|4384014|N190|USAD|06.06.2024|X51|41001482|MODEM VOIPEMTA WIFI 3.1 CGA4233CLB      |UN |    30 |
|4384014|N190|N190|06.06.2024|X51|41001553|TERMINAL DOCSIS 3.1 EMTA WIFI6 TC3106   |UN |    20 |
|4384015|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    20 |
|4384015|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |    20 |
|4384016|N190|USAD|06.06.2024|X43|22060290|FONTE DE ALIMENTACAO 12V CG3000 MSA C3  |UN |   100 |
|4384016|N190|USAD|06.06.2024|X43|22062579|FONTE ALIM 12V 3.5A MSGH3500WR120042A0BR|UN |    82 |
|4384016|N190|N190|06.06.2024|X43|22062579|FONTE ALIM 12V 3.5A MSGH3500WR120042A0BR|UN |     4 |
|4384017|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   170 |
|4384017|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |   170 |
|4384017|N190|USAD|06.06.2024|X51|41001293|EMTA WIFI 3.0 TG1692A 16X4              |UN |    30 |
|4384018|N190|N190|06.06.2024|X43|22026265|CABO DROP FO LOW F FIG0 BRANCO          |M  | 1.000 |
|4384018|N190|N190|06.06.2024|X43|22057620|CONECTOR FO CAMPO FAST SC/APC           |UN |   100 |
|4384018|N190|N190|06.06.2024|X43|22061736|CABO DROP 1FO LOW F FIG8 LOW CINZA      |M  | 3.000 |
|4384019|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    40 |
|4384019|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |    40 |
|4384020|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   150 |
|4384020|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |   150 |
|4384021|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    20 |
|4384021|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |    20 |
|4384022|N190|USAD|06.06.2024|X43|22026297|FONTE ALIM AC/DC 12V 1,5A               |UN |    50 |
|4384022|N190|USAD|06.06.2024|X43|22060652|FONTE DE ALIMENTACAO 12V FAST3895 MSG   |UN |    54 |
|4384022|N190|USAD|06.06.2024|X43|22062579|FONTE ALIM 12V 3.5A MSGH3500WR120042A0BR|UN |    26 |
|4384023|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   240 |
|4384023|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |   240 |
|4384024|N190|USAD|06.06.2024|X43|22026297|FONTE ALIM AC/DC 12V 1,5A               |UN |    50 |
|4384024|N190|USAD|06.06.2024|X43|22060652|FONTE DE ALIMENTACAO 12V FAST3895 MSG   |UN |    80 |
|4384025|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   180 |
|4384025|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |   180 |
|4384026|N190|N190|06.06.2024|X43|22026219|CABO COAXIAL RG6 TRISH SEM MENSAG BRANCO|M  |   300 |
|4384027|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |    80 |
|4384027|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |    80 |
|4384027|N190|USAD|06.06.2024|X51|41001482|MODEM VOIPEMTA WIFI 3.1 CGA4233CLB      |UN |   110 |
|4384028|N190|USAD|06.06.2024|X51|41001234|SMART CARD AVULSO PRETO NOVO            |UN |   100 |
|4384028|N190|USAD|06.06.2024|X51|41001277|DECODER HD DXC5000 2T                   |UN |   100 |
